link,Owner,Extension,Level,DateCreated,DateAccessed,DateWritten,TotalByteSize,DirectByteSize,DirectFileCount,CharacterLength,pathString,parentName,ID,parentID,TotalFileCount,bg_clr,ico,ext,fileType,bgclr,i.ico,i.fileType,Name,Type,DateWrittenIndexDate,DateCreatedIndexDate,DateAccessedIndexDate,filter
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/2-Gym/solution/notebook.ipynb"">NA notebook</a>",ECNCR/Kedidaz,ipynb,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,493346,,,69,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\solution\notebook,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\solution,871,173,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",ipynb,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,notebook,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/2-Gym/solution/Julia/README.md"">NA README</a>",ECNCR/Kedidaz,md,5,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,31,,,70,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\solution\Julia\README,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\solution\Julia,872,174,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/2-Gym/solution/R/README.md"">NA README</a>",ECNCR/Kedidaz,md,5,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,31,,,66,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\solution\R\README,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\solution\R,873,175,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/2-Gym/translations/assignment.es.md"">NA assignment.es</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,2980,,,75,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations\assignment.es,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations,874,176,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.es,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/2-Gym/translations/assignment.it.md"">NA assignment.it</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,2967,,,75,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations\assignment.it,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations,875,176,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.it,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/2-Gym/translations/assignment.ko.md"">NA assignment.ko</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,3919,,,75,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations\assignment.ko,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations,876,176,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.ko,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/2-Gym/translations/assignment.zh-cn.md"">NA assignment.zh-cn</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,2152,,,78,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations\assignment.zh-cn,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations,877,176,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.zh-cn,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/2-Gym/translations/README.it.md"">NA README.it</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,19923,,,71,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations\README.it,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations,878,176,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.it,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/2-Gym/translations/README.ko.md"">NA README.ko</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,19711,,,71,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations\README.ko,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations,879,176,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.ko,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/2-Gym/translations/README.zh-cn.md"">NA README.zh-cn</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,17079,,,74,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations\README.zh-cn,C:\ML-For-Beginners-main\8-Reinforcement\2-Gym\translations,880,176,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.zh-cn,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/images/peter.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> peter</a>",ECNCR/Kedidaz,png,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,474233,,,56,C:\ML-For-Beginners-main\8-Reinforcement\images\peter,C:\ML-For-Beginners-main\8-Reinforcement\images,881,177,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,peter,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/translations/README.it.md"">NA README.it</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,4826,,,65,C:\ML-For-Beginners-main\8-Reinforcement\translations\README.it,C:\ML-For-Beginners-main\8-Reinforcement\translations,882,178,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.it,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/translations/README.ko.md"">NA README.ko</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,4881,,,65,C:\ML-For-Beginners-main\8-Reinforcement\translations\README.ko,C:\ML-For-Beginners-main\8-Reinforcement\translations,883,178,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.ko,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/translations/README.ru.md"">NA README.ru</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,8458,,,65,C:\ML-For-Beginners-main\8-Reinforcement\translations\README.ru,C:\ML-For-Beginners-main\8-Reinforcement\translations,884,178,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.ru,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/translations/README.tr.md"">NA README.tr</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,4779,,,65,C:\ML-For-Beginners-main\8-Reinforcement\translations\README.tr,C:\ML-For-Beginners-main\8-Reinforcement\translations,885,178,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.tr,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/8-Reinforcement/translations/README.zh-cn.md"">NA README.zh-cn</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,4272,,,68,C:\ML-For-Beginners-main\8-Reinforcement\translations\README.zh-cn,C:\ML-For-Beginners-main\8-Reinforcement\translations,886,178,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.zh-cn,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/README.md"">NA README</a>",ECNCR/Kedidaz,md,2,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1037,,,46,C:\ML-For-Beginners-main\9-Real-World\README,C:\ML-For-Beginners-main\9-Real-World,887,179,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/1-Applications/assignment.md"">NA assignment</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1248,,,65,C:\ML-For-Beginners-main\9-Real-World\1-Applications\assignment,C:\ML-For-Beginners-main\9-Real-World\1-Applications,888,180,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/1-Applications/README.md"">NA README</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,13773,,,61,C:\ML-For-Beginners-main\9-Real-World\1-Applications\README,C:\ML-For-Beginners-main\9-Real-World\1-Applications,889,180,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/1-Applications/translations/assignment.es.md"">NA assignment.es</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1525,,,81,C:\ML-For-Beginners-main\9-Real-World\1-Applications\translations\assignment.es,C:\ML-For-Beginners-main\9-Real-World\1-Applications\translations,890,181,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.es,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/1-Applications/translations/assignment.it.md"">NA assignment.it</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1384,,,81,C:\ML-For-Beginners-main\9-Real-World\1-Applications\translations\assignment.it,C:\ML-For-Beginners-main\9-Real-World\1-Applications\translations,891,181,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.it,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/1-Applications/translations/assignment.ko.md"">NA assignment.ko</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1636,,,81,C:\ML-For-Beginners-main\9-Real-World\1-Applications\translations\assignment.ko,C:\ML-For-Beginners-main\9-Real-World\1-Applications\translations,892,181,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,assignment.ko,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/1-Applications/translations/README.it.md"">NA README.it</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,16043,,,77,C:\ML-For-Beginners-main\9-Real-World\1-Applications\translations\README.it,C:\ML-For-Beginners-main\9-Real-World\1-Applications\translations,893,181,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.it,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/1-Applications/translations/README.ko.md"">NA README.ko</a>",ECNCR/Kedidaz,md,4,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,15187,,,77,C:\ML-For-Beginners-main\9-Real-World\1-Applications\translations\README.ko,C:\ML-For-Beginners-main\9-Real-World\1-Applications\translations,894,181,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.ko,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/images/chess.jpg""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> chess</a>",ECNCR/Kedidaz,jpg,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,466642,,,53,C:\ML-For-Beginners-main\9-Real-World\images\chess,C:\ML-For-Beginners-main\9-Real-World\images,895,182,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",jpg,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,chess,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/translations/README.es.md"">NA README.es</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1228,,,62,C:\ML-For-Beginners-main\9-Real-World\translations\README.es,C:\ML-For-Beginners-main\9-Real-World\translations,896,183,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.es,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/translations/README.fr.md"">NA README.fr</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1192,,,62,C:\ML-For-Beginners-main\9-Real-World\translations\README.fr,C:\ML-For-Beginners-main\9-Real-World\translations,897,183,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.fr,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/translations/README.hi.md"">NA README.hi</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,2344,,,62,C:\ML-For-Beginners-main\9-Real-World\translations\README.hi,C:\ML-For-Beginners-main\9-Real-World\translations,898,183,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.hi,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/translations/README.it.md"">NA README.it</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1200,,,62,C:\ML-For-Beginners-main\9-Real-World\translations\README.it,C:\ML-For-Beginners-main\9-Real-World\translations,899,183,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.it,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/translations/README.ko.md"">NA README.ko</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1106,,,62,C:\ML-For-Beginners-main\9-Real-World\translations\README.ko,C:\ML-For-Beginners-main\9-Real-World\translations,900,183,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.ko,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/translations/README.pt.md"">NA README.pt</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1174,,,62,C:\ML-For-Beginners-main\9-Real-World\translations\README.pt,C:\ML-For-Beginners-main\9-Real-World\translations,901,183,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.pt,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/translations/README.ru.md"">NA README.ru</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1816,,,62,C:\ML-For-Beginners-main\9-Real-World\translations\README.ru,C:\ML-For-Beginners-main\9-Real-World\translations,902,183,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.ru,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/translations/README.tr.md"">NA README.tr</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1272,,,62,C:\ML-For-Beginners-main\9-Real-World\translations\README.tr,C:\ML-For-Beginners-main\9-Real-World\translations,903,183,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.tr,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/9-Real-World/translations/README.zh-cn.md"">NA README.zh-cn</a>",ECNCR/Kedidaz,md,3,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1019,,,65,C:\ML-For-Beginners-main\9-Real-World\translations\README.zh-cn,C:\ML-For-Beginners-main\9-Real-World\translations,904,183,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,README.zh-cn,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/docs/_sidebar.md"">NA _sidebar</a>",ECNCR/Kedidaz,md,2,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1763,,,40,C:\ML-For-Beginners-main\docs\_sidebar,C:\ML-For-Beginners-main\docs,905,184,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",md,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,_sidebar,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/images/favicon.png""><i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i> favicon</a>",ECNCR/Kedidaz,png,2,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,4556,,,42,C:\ML-For-Beginners-main\images\favicon,C:\ML-For-Beginners-main\images,906,185,1,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",png,picture,#d1c4e9,"<i class=""fa fa-file-picture"" role=""presentation"" aria-label=""file-picture icon""></i>",picture,favicon,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/pdf/readme.pdf""><i class=""fa fa-file-pdf"" role=""presentation"" aria-label=""file-pdf icon""></i> readme</a>",ECNCR/Kedidaz,pdf,2,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,40721910,,,38,C:\ML-For-Beginners-main\pdf\readme,C:\ML-For-Beginners-main\pdf,907,186,1,#ffcdd2,"<i class=""fa fa-file-pdf"" role=""presentation"" aria-label=""file-pdf icon""></i>",pdf,pdf,#ffcdd2,"<i class=""fa fa-file-pdf"" role=""presentation"" aria-label=""file-pdf icon""></i>",pdf,readme,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/quiz-app/.gitignore"">NA </a>",ECNCR/Kedidaz,gitignore,2,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,13,,,43,C:\ML-For-Beginners-main\quiz-app\,C:\ML-For-Beginners-main\quiz-app,908,187,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",gitignore,,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,"",File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/quiz-app/babel.config.js""><i class=""fa fa-file-code"" role=""presentation"" aria-label=""file-code icon""></i> babel.config</a>",ECNCR/Kedidaz,js,2,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,73,,,48,C:\ML-For-Beginners-main\quiz-app\babel.config,C:\ML-For-Beginners-main\quiz-app,909,187,1,#f0f4c3,"<i class=""fa fa-file-code"" role=""presentation"" aria-label=""file-code icon""></i>",js,code,#f0f4c3,"<i class=""fa fa-file-code"" role=""presentation"" aria-label=""file-code icon""></i>",code,babel.config,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/quiz-app/NA."">NA </a>",ECNCR/Kedidaz,"",2,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1071,,,40,C:\ML-For-Beginners-main\quiz-app\NA,C:\ML-For-Beginners-main\quiz-app,910,187,1,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>","",,,"<i class=""fa fa-file"" role=""presentation"" aria-label=""file icon""></i>",,"",File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
"<a href=""file:C:/ML-For-Beginners-main/quiz-app/package-lock.json""><i class=""fa fa-cube"" role=""presentation"" aria-label=""cube icon""></i> package-lock</a>",ECNCR/Kedidaz,json,2,2022-08-26T17:15:00Z,2022-08-26T17:15:00Z,2022-08-04T10:40:00Z,1034908,,,50,C:\ML-For-Beginners-main\quiz-app\package-lock,C:\ML-For-Beginners-main\quiz-app,911,187,1,#c8e6c9,"<i class=""fa fa-cube"" role=""presentation"" aria-label=""cube icon""></i>",json,data,#c8e6c9,"<i class=""fa fa-cube"" role=""presentation"" aria-label=""cube icon""></i>",data,package-lock,File,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,2022-08-26T00:00:00Z,TRUE
